Frequency (Hz)	Signal Counts	Reference Counts	Contrast
2700000000.0	999.5835637715528	799.8584121601325	1.2497006327307778
2703000000.0	999.5807023279754	802.8865856524335	1.2449836878464053
2706000000.0	997.3921761266242	799.9106936726167	1.2468794129346041
2709000000.0	1000.6851017577483	800.7767269577412	1.2496430878548206
2712000000.0	1000.415432670696	798.754573027109	1.2524691143605418
2715000000.0	1002.6780839585833	799.6535658367853	1.2538905931212174
2718000000.0	997.2276938651339	801.040753359856	1.2449150554230837
2721000000.0	997.7464256159429	799.271599204101	1.2483196282834013
2724000000.0	1001.7756624047684	800.0740483497625	1.2521036827416623
2727000000.0	999.096034097928	799.9653922412011	1.2489240707011562
2730000000.0	1003.7266402177207	802.4370683991194	1.2508477982207111
2733000000.0	999.3890252096415	799.9671016898465	1.2492876558280175
2736000000.0	998.9562922663758	799.5587213678629	1.2493845237000094
2739000000.0	1000.8497283588486	801.3936255356944	1.248886560196716
2742000000.0	1000.2218418496734	801.5985939062407	1.2477839275834168
2745000000.0	1001.7816161668883	799.7284537982654	1.2526522113962342
2748000000.0	996.6416687266629	799.8018145099743	1.2461107872545767
2751000000.0	999.7446917883167	798.8227718629441	1.2515225241473777
2754000000.0	0.0	0.0	0.0
2757000000.0	0.0	0.0	0.0
2760000000.0	0.0	0.0	0.0
2763000000.0	0.0	0.0	0.0
2766000000.0	0.0	0.0	0.0
2769000000.0	0.0	0.0	0.0
2772000000.0	0.0	0.0	0.0
2775000000.0	0.0	0.0	0.0
2778000000.0	0.0	0.0	0.0
2781000000.0	0.0	0.0	0.0
2784000000.0	0.0	0.0	0.0
2787000000.0	0.0	0.0	0.0
2790000000.0	0.0	0.0	0.0
2793000000.0	0.0	0.0	0.0
2796000000.0	0.0	0.0	0.0
2799000000.0	0.0	0.0	0.0
2802000000.0	0.0	0.0	0.0
2805000000.0	0.0	0.0	0.0
2808000000.0	0.0	0.0	0.0
2811000000.0	0.0	0.0	0.0
2814000000.0	0.0	0.0	0.0
2817000000.0	0.0	0.0	0.0
2820000000.0	0.0	0.0	0.0
2823000000.0	0.0	0.0	0.0
2826000000.0	0.0	0.0	0.0
2829000000.0	0.0	0.0	0.0
2832000000.0	0.0	0.0	0.0
2835000000.0	0.0	0.0	0.0
2838000000.0	0.0	0.0	0.0
2841000000.0	0.0	0.0	0.0
2844000000.0	0.0	0.0	0.0
2847000000.0	0.0	0.0	0.0
2850000000.0	0.0	0.0	0.0
2853000000.0	0.0	0.0	0.0
2856000000.0	0.0	0.0	0.0
2859000000.0	0.0	0.0	0.0
2862000000.0	0.0	0.0	0.0
2865000000.0	0.0	0.0	0.0
2868000000.0	0.0	0.0	0.0
2871000000.0	0.0	0.0	0.0
2874000000.0	0.0	0.0	0.0
2877000000.0	0.0	0.0	0.0
2880000000.0	0.0	0.0	0.0
2883000000.0	0.0	0.0	0.0
2886000000.0	0.0	0.0	0.0
2889000000.0	0.0	0.0	0.0
2892000000.0	0.0	0.0	0.0
2895000000.0	0.0	0.0	0.0
2898000000.0	0.0	0.0	0.0
2901000000.0	0.0	0.0	0.0
2904000000.0	0.0	0.0	0.0
2907000000.0	0.0	0.0	0.0
2910000000.0	0.0	0.0	0.0
2913000000.0	0.0	0.0	0.0
2916000000.0	0.0	0.0	0.0
2919000000.0	0.0	0.0	0.0
2922000000.0	0.0	0.0	0.0
2925000000.0	0.0	0.0	0.0
2928000000.0	0.0	0.0	0.0
2931000000.0	0.0	0.0	0.0
2934000000.0	0.0	0.0	0.0
2937000000.0	0.0	0.0	0.0
2940000000.0	0.0	0.0	0.0
2943000000.0	0.0	0.0	0.0
2946000000.0	0.0	0.0	0.0
2949000000.0	0.0	0.0	0.0
2952000000.0	0.0	0.0	0.0
2955000000.0	0.0	0.0	0.0
2958000000.0	0.0	0.0	0.0
2961000000.0	0.0	0.0	0.0
2964000000.0	0.0	0.0	0.0
2967000000.0	0.0	0.0	0.0
2970000000.0	0.0	0.0	0.0
2973000000.0	0.0	0.0	0.0
2976000000.0	0.0	0.0	0.0
2979000000.0	0.0	0.0	0.0
2982000000.0	0.0	0.0	0.0
2985000000.0	0.0	0.0	0.0
2988000000.0	0.0	0.0	0.0
2991000000.0	0.0	0.0	0.0
2994000000.0	0.0	0.0	0.0
2997000000.0	0.0	0.0	0.0
3000000000.0	0.0	0.0	0.0
