Frequency (Hz)	Signal Counts	Reference Counts	Contrast
2700000000.0	1001.2488614384418	801.3453196578624	1.2494599230528096
2703000000.0	998.9595150091916	801.5041287097907	1.2463560438762202
2706000000.0	1000.0863455134435	800.3483204605006	1.2495638710630623
2709000000.0	1002.365542039749	798.3293992648273	1.2555788913233263
2712000000.0	1000.5884625377289	799.422269742637	1.2516394656604382
2715000000.0	999.3603582472645	799.529425255011	1.2499356830156902
2718000000.0	998.446596796056	801.2076178463145	1.2461771138421394
2721000000.0	999.7645407953618	801.106227598822	1.2479799886114777
2724000000.0	1001.1950894418603	798.8528535587283	1.2532909971864508
2727000000.0	996.0570927584259	802.5140854634562	1.2411708539460682
2730000000.0	999.6644653172789	800.7663735275655	1.2483846704420418
2733000000.0	997.7615701410976	799.9101031490619	1.247342127838041
2736000000.0	999.2432482721338	800.4652888944559	1.2483280188853854
2739000000.0	999.3261703612294	799.7337344338816	1.2495736109827054
2742000000.0	999.066309328496	797.142746712734	1.2533091638209801
2745000000.0	999.3364874994317	800.1338643036793	1.2489616201522848
2748000000.0	1003.4839485118811	799.1082566605331	1.255754699251178
2751000000.0	1002.474037960846	800.9983207550414	1.2515307610331672
2754000000.0	1001.9318607884983	800.2105280565046	1.2520853271225016
2757000000.0	999.5624789339819	799.2915133925833	1.2505606054683989
2760000000.0	1003.296419151328	799.3675981484345	1.2551126934282193
2763000000.0	999.3676885604486	801.066270032623	1.2475468334470627
2766000000.0	1002.0292811522286	799.3832506559255	1.2535029728606697
2769000000.0	1001.932439929468	799.1344983918478	1.253771976989761
2772000000.0	999.8845153460619	799.9943093984621	1.2498645347838822
2775000000.0	998.7493633902772	797.9708537526552	1.251611332285398
2778000000.0	999.2395960427722	800.6596392938643	1.2480204409005105
2781000000.0	998.2615873861937	801.1085600090292	1.2461002630841223
2784000000.0	1000.9320279240709	801.5975892385939	1.2486714548066655
2787000000.0	1000.3449418614035	801.0104830727804	1.2488537453641684
2790000000.0	998.9802222956291	800.3272375317318	1.2482146994978676
2793000000.0	1000.8898136509604	800.620079537711	1.2501432817284421
2796000000.0	999.4639279616321	798.8411794412292	1.2511422216124786
2799000000.0	1000.1562501448705	800.8869675580929	1.2488107444104757
2802000000.0	999.3582169291666	801.2271133263298	1.2472845717617902
2805000000.0	1001.4845003446648	798.9860434382815	1.2534442980192375
2808000000.0	1001.5631743537094	801.44554750249	1.2496958495494015
2811000000.0	997.5121680911362	800.7036173112505	1.245794506887287
2814000000.0	998.5370760006938	799.6077998413082	1.248783561389553
2817000000.0	999.1168032858614	801.2892431086581	1.2468865791954442
2820000000.0	998.2779649564645	798.908829053555	1.2495517994701555
2823000000.0	1002.2081575312513	799.9170306388581	1.2528901362817995
2826000000.0	1001.9547116798326	799.5387124137616	1.2531659769856405
2829000000.0	997.7773865174001	800.4895441562037	1.2464589872553022
2832000000.0	1000.6518876798368	801.244048748499	1.248872786316232
2835000000.0	999.2475302793496	799.4709753076983	1.2498859385042238
2838000000.0	999.7278349020377	800.0037138252457	1.2496539923818655
2841000000.0	998.3138541899043	801.4642919314987	1.2456123925172082
2844000000.0	1000.4176211265402	800.0866372459874	1.2503866138423718
2847000000.0	997.2349492465603	800.2237054613965	1.2461952107149463
2850000000.0	1000.321293296457	799.0256265420742	1.251926421466012
2853000000.0	1001.9157803565372	799.6285049840537	1.2529765686336025
2856000000.0	996.7273129666899	801.6443390220264	1.2433535228136916
2859000000.0	998.8006137210857	799.2605268871185	1.2496558758019944
2862000000.0	997.904119469404	802.4099290484488	1.2436338127729616
2865000000.0	1000.673956729915	799.4871246434224	1.2516448681724843
2868000000.0	1001.5097556197366	799.2307660094214	1.253092095816455
2871000000.0	1000.9875921081353	799.0507033664782	1.2527209949141869
2874000000.0	1002.2623298850368	799.7862433668909	1.253162752169598
2877000000.0	998.7923707772048	801.4229100135487	1.2462737941448658
2880000000.0	998.8451957949421	798.8215181714478	1.2503984595724975
2883000000.0	999.9492409000327	798.8636045339222	1.2517146046269427
2886000000.0	998.3805075887276	800.3409141382853	1.2474440453461866
2889000000.0	1001.3635199643884	800.3365612454703	1.251178027411472
2892000000.0	998.816450695679	799.8350740181098	1.2487780082935747
2895000000.0	999.4389607214968	801.339887036401	1.2472098005975047
2898000000.0	1000.148309958392	800.2613603818147	1.2497770846779466
2901000000.0	1001.6181218435431	798.9781212227468	1.2536239669625475
2904000000.0	999.0419291076454	800.055534707814	1.2487157275557161
2907000000.0	1000.6665263561077	800.6383348552406	1.2498358906796954
2910000000.0	999.8208429585754	799.3307786433105	1.2508224000276245
2913000000.0	998.7222858606053	800.6910759467373	1.2473253616317828
2916000000.0	998.5423261141427	799.2206941191138	1.2493949837156275
2919000000.0	1000.0245967239988	800.5002614063624	1.2492495567298145
2922000000.0	1002.9704965623691	799.9238507482225	1.2538324687083944
2925000000.0	1000.5474282596421	798.9108979637246	1.2523892599410666
2928000000.0	1000.3166430502015	800.243042247589	1.2500160454262486
2931000000.0	998.9366836185944	799.7262809859475	1.249098231943871
2934000000.0	1002.0745122868767	798.4393969875705	1.255041417128965
2937000000.0	1000.8253385237996	801.7772490941204	1.2482585900941585
2940000000.0	1000.376870645804	801.6447240857514	1.2479055129898098
2943000000.0	997.1047066032703	800.7823551928312	1.2451631834010177
2946000000.0	1001.5446327710162	800.5680499213547	1.2510424727409553
2949000000.0	1001.592405203786	800.8107253043083	1.250723015508041
2952000000.0	999.499226538682	801.7368325151403	1.2466674674320979
2955000000.0	1001.7547028773357	800.2591268103356	1.2517879138350088
2958000000.0	998.5444610079662	800.7861087211558	1.2469552732409754
2961000000.0	1004.0720413581107	799.5017562338063	1.255872214825354
2964000000.0	1002.4573428142593	798.4661542289427	1.2554788171106706
2967000000.0	998.6920700300152	799.3466063135799	1.249385513295384
2970000000.0	998.9749499653079	801.1256167735104	1.2469641827066085
2973000000.0	998.7241423306064	800.0314545805487	1.2483560947665875
2976000000.0	999.374821501625	798.8816286779197	1.2509673343665497
2979000000.0	1002.3509358291077	800.7558956080894	1.2517559237799032
2982000000.0	1001.1393258989978	798.8495963251435	1.2532263025536028
2985000000.0	1001.1176843610526	800.6643293161069	1.2503587929490556
2988000000.0	1002.763237193863	800.6740883205626	1.2523987622694126
2991000000.0	1001.7894799834799	801.1091178941239	1.2505031556960486
2994000000.0	1003.0991204981093	800.9046421238105	1.2524576182229719
2997000000.0	1000.3395863788498	800.1372720101516	1.250209959430759
3000000000.0	1001.6617887270467	799.6782082011167	1.252581073805042
