Frequency (Hz)	Signal Counts	Reference Counts	Contrast
2700000000.0	998.5871211268034	799.9011746946927	1.2483881168294888
2703000000.0	1001.759979739943	800.52180321915	1.2513837545855102
2706000000.0	998.8996427707395	799.6531219546373	1.2491661888708352
2709000000.0	998.0072611517583	799.3292004139006	1.248555989991333
2712000000.0	1001.220015758994	800.0819213470426	1.2513968745516824
2715000000.0	1000.6998995155014	800.2785863624334	1.2504394301790056
2718000000.0	1001.8368270930588	801.7543544368167	1.249555829100283
2721000000.0	999.6372454862731	799.5804662100252	1.2502021844336793
2724000000.0	997.7841844418219	800.4332237646372	1.2465551838902862
2727000000.0	998.6088112441558	800.7063124834851	1.2471599082900355
2730000000.0	0.0	0.0	0.0
2733000000.0	0.0	0.0	0.0
2736000000.0	0.0	0.0	0.0
2739000000.0	0.0	0.0	0.0
2742000000.0	0.0	0.0	0.0
2745000000.0	0.0	0.0	0.0
2748000000.0	0.0	0.0	0.0
2751000000.0	0.0	0.0	0.0
2754000000.0	0.0	0.0	0.0
2757000000.0	0.0	0.0	0.0
2760000000.0	0.0	0.0	0.0
2763000000.0	0.0	0.0	0.0
2766000000.0	0.0	0.0	0.0
2769000000.0	0.0	0.0	0.0
2772000000.0	0.0	0.0	0.0
2775000000.0	0.0	0.0	0.0
2778000000.0	0.0	0.0	0.0
2781000000.0	0.0	0.0	0.0
2784000000.0	0.0	0.0	0.0
2787000000.0	0.0	0.0	0.0
2790000000.0	0.0	0.0	0.0
2793000000.0	0.0	0.0	0.0
2796000000.0	0.0	0.0	0.0
2799000000.0	0.0	0.0	0.0
2802000000.0	0.0	0.0	0.0
2805000000.0	0.0	0.0	0.0
2808000000.0	0.0	0.0	0.0
2811000000.0	0.0	0.0	0.0
2814000000.0	0.0	0.0	0.0
2817000000.0	0.0	0.0	0.0
2820000000.0	0.0	0.0	0.0
2823000000.0	0.0	0.0	0.0
2826000000.0	0.0	0.0	0.0
2829000000.0	0.0	0.0	0.0
2832000000.0	0.0	0.0	0.0
2835000000.0	0.0	0.0	0.0
2838000000.0	0.0	0.0	0.0
2841000000.0	0.0	0.0	0.0
2844000000.0	0.0	0.0	0.0
2847000000.0	0.0	0.0	0.0
2850000000.0	0.0	0.0	0.0
2853000000.0	0.0	0.0	0.0
2856000000.0	0.0	0.0	0.0
2859000000.0	0.0	0.0	0.0
2862000000.0	0.0	0.0	0.0
2865000000.0	0.0	0.0	0.0
2868000000.0	0.0	0.0	0.0
2871000000.0	0.0	0.0	0.0
2874000000.0	0.0	0.0	0.0
2877000000.0	0.0	0.0	0.0
2880000000.0	0.0	0.0	0.0
2883000000.0	0.0	0.0	0.0
2886000000.0	0.0	0.0	0.0
2889000000.0	0.0	0.0	0.0
2892000000.0	0.0	0.0	0.0
2895000000.0	0.0	0.0	0.0
2898000000.0	0.0	0.0	0.0
2901000000.0	0.0	0.0	0.0
2904000000.0	0.0	0.0	0.0
2907000000.0	0.0	0.0	0.0
2910000000.0	0.0	0.0	0.0
2913000000.0	0.0	0.0	0.0
2916000000.0	0.0	0.0	0.0
2919000000.0	0.0	0.0	0.0
2922000000.0	0.0	0.0	0.0
2925000000.0	0.0	0.0	0.0
2928000000.0	0.0	0.0	0.0
2931000000.0	0.0	0.0	0.0
2934000000.0	0.0	0.0	0.0
2937000000.0	0.0	0.0	0.0
2940000000.0	0.0	0.0	0.0
2943000000.0	0.0	0.0	0.0
2946000000.0	0.0	0.0	0.0
2949000000.0	0.0	0.0	0.0
2952000000.0	0.0	0.0	0.0
2955000000.0	0.0	0.0	0.0
2958000000.0	0.0	0.0	0.0
2961000000.0	0.0	0.0	0.0
2964000000.0	0.0	0.0	0.0
2967000000.0	0.0	0.0	0.0
2970000000.0	0.0	0.0	0.0
2973000000.0	0.0	0.0	0.0
2976000000.0	0.0	0.0	0.0
2979000000.0	0.0	0.0	0.0
2982000000.0	0.0	0.0	0.0
2985000000.0	0.0	0.0	0.0
2988000000.0	0.0	0.0	0.0
2991000000.0	0.0	0.0	0.0
2994000000.0	0.0	0.0	0.0
2997000000.0	0.0	0.0	0.0
3000000000.0	0.0	0.0	0.0
